Crop,Temperature,Rainfall,Humidity
Mustard,32,44,67
Barley,34,38,70
Green gram,32,60,65
Soybean,33,68,69
Mustard,32,45,68
Cotton,33,68,68
Millet,35,25,67
Sorghum,33,54,72
Gram,33,43,66
Rice,33,142,73
Sorghum,32,47,70
Wheat,33,88,72
Maize,32,50,65
Wheat,34,62,67
Maize,35,59,72
Rap seed,34,38,72
Rap seed,33,44,74
Field Pea,35,58,68
Mustard,35,40,67
Black Gram,35,55,73
Gram,33,43,71
Sorghum,35,42,75
Black Gram,35,59,65
Millet,32,26,66
Groundnut,34,91,71
Wheat,32,80,66
Field Pea,32,58,69
Field Pea,33,46,75
Gram,33,40,74
Soybean,35,64,66
Millet,35,34,71
Maize,35,79,71
Soybean,33,60,65
SugarCane,33,275,68
Gram,35,40,66
Rice,33,130,69
Mustard,33,39,65
Green gram,35,77,73
Mustard,33,44,68
Maize,35,61,66
Maize,35,78,69
Wheat,33,88,72
Barley,33,39,73
Cotton,34,69,65
Sorghum,33,44,70
Barley,32,44,71
Barley,34,49,67
Millet,35,31,70
Maize,35,58,67
Black Gram,33,53,75
Black Gram,34,51,70
Cotton,34,60,68
Soybean,34,60,65
Black Gram,32,60,70
Cotton,33,64,75
Rap seed,34,44,72
Sunflower,35,84,66
Millet,34,33,71
Rice,35,128,72
Maize,33,67,65
Field Pea,35,59,70
Sorghum,33,56,67
Black Gram,32,51,68
SugarCane,33,257,75
SugarCane,33,271,74
Green gram,32,69,66
Groundnut,32,71,66
Gram,33,38,70
Green gram,32,70,69
Maize,34,69,72
Sorghum,32,41,65
SugarCane,34,258,66
Groundnut,32,62,66
Cotton,33,58,65
Mustard,32,45,74
Sorghum,34,49,71
Maize,35,56,67
Cotton,32,60,70
Green gram,32,78,75
Mustard,33,40,69
SugarCane,34,280,68
Black Gram,32,49,73
Field Pea,32,56,73
Field Pea,35,56,69
SugarCane,32,253,69
Cotton,33,53,72
Gram,35,43,69
SugarCane,33,260,72
Soybean,35,62,70
Field Pea,35,47,70
Green gram,32,78,75
Soybean,33,62,74
Maize,35,58,74
Groundnut,32,56,75
Mustard,34,45,73
Sorghum,32,40,74
Wheat,34,61,71
Wheat,32,73,70
Field Pea,34,52,65
Black Gram,35,41,71
Groundnut,34,98,65
Sorghum,35,59,75
Cotton,35,56,69
Soybean,34,61,70
Green gram,34,60,75
Barley,32,50,74
Sorghum,33,43,74
Groundnut,33,99,67
Millet,33,34,69
SugarCane,35,258,72
SugarCane,33,289,67
Mustard,33,42,68
Groundnut,32,56,70
Rice,35,149,68
Maize,35,58,71
Groundnut,32,96,65
Green gram,35,63,71
Cotton,34,68,65
Black Gram,35,56,65
Barley,32,38,75
SugarCane,35,271,72
SugarCane,33,265,66
Mustard,35,43,74
Cotton,33,58,66
Barley,35,43,67
Cotton,35,66,71
Maize,35,79,67
Mustard,32,35,71
Sorghum,33,60,65
Barley,33,48,70
Sunflower,34,129,71
Mustard,33,44,75
Groundnut,35,86,68
Maize,32,75,68
Mustard,32,41,66
Sunflower,32,121,74
Cotton,32,51,65
Wheat,32,60,73
Sunflower,33,52,73
Maize,35,55,75
Rice,32,123,71
Soybean,35,72,67
Maize,33,68,66
Mustard,33,37,75
Gram,33,41,74
Cotton,35,65,71
Soybean,32,67,75
Mustard,32,43,71
Rap seed,35,39,74
Sorghum,33,41,70
Barley,32,40,74
Rap seed,34,43,70
Sorghum,35,53,73
Sunflower,34,106,75
Cotton,33,56,73
Field Pea,34,57,68
Sorghum,33,48,73
Green gram,35,79,73
Groundnut,32,56,67
Millet,34,27,72
Field Pea,33,45,68
Green gram,33,74,73
Rice,35,133,71
Maize,33,65,74
Rice,34,106,70
Wheat,32,63,67
Gram,32,43,70
Cotton,34,69,68
Gram,35,41,66
Sunflower,34,120,72
Cotton,35,61,72
Millet,35,30,71
Millet,35,32,67
Cotton,35,52,70
Black Gram,35,46,65
Millet,32,27,65
Sorghum,32,52,65
Maize,35,64,71
Green gram,35,66,69
Cotton,32,57,67
Sunflower,32,117,65
Maize,35,67,68
Groundnut,35,64,71
Black Gram,35,59,68
Field Pea,32,57,67
Green gram,33,61,70
Green gram,32,67,68
Groundnut,35,77,67
Field Pea,35,60,65
Cotton,34,70,67
Maize,33,62,75
Millet,35,28,71
SugarCane,34,281,71
Millet,33,30,74
Rice,35,134,66
Soybean,33,63,73
Black Gram,32,47,74
Rap seed,35,35,71
Rap seed,34,37,71
Rap seed,33,39,72
Rap seed,32,39,75
Wheat,35,76,68
Cotton,32,53,71
Green gram,34,70,73
Barley,35,50,68
SugarCane,34,282,69
Groundnut,34,75,67
Field Pea,32,58,68
Mustard,34,39,68
Millet,34,31,70
SugarCane,32,263,67
Gram,35,41,65
Wheat,32,63,71
Black Gram,32,50,70
Cotton,34,51,65
Field Pea,33,47,75
Rap seed,34,44,67
SugarCane,34,277,65
Wheat,33,65,72
Cotton,34,56,72
Wheat,34,64,67
Sorghum,35,54,70
Sunflower,35,80,67
Gram,32,39,71
Black Gram,33,45,65
Green gram,34,71,65
SugarCane,35,264,65
Cotton,32,63,66
Gram,32,42,67
Rap seed,32,44,74
Rice,34,118,65
Sorghum,33,42,72
Sorghum,35,42,74
Rap seed,32,35,74
Green gram,32,80,67
Wheat,34,67,75
Black Gram,33,55,66
Millet,33,27,72
Sorghum,32,45,68
Rice,35,123,72
Rap seed,33,41,72
Rice,34,122,67
Cotton,32,59,68
Maize,32,71,66
Green gram,33,72,71
Barley,33,36,69
SugarCane,33,251,66
Sorghum,34,53,67
Green gram,32,67,66
Green gram,32,67,66
Green gram,34,67,65
Field Pea,33,49,73
Rap seed,33,43,75
Mustard,34,37,75
Wheat,32,89,66
Groundnut,33,72,74
Maize,34,70,68
Maize,33,57,70
Green gram,35,69,70
Wheat,33,63,70
Barley,34,46,71
Gram,35,41,69
Gram,32,37,66
Barley,32,48,67
Gram,35,40,66
Mustard,32,35,69
Millet,33,35,66
Maize,34,52,70
Sunflower,35,41,66
Wheat,35,87,71
Barley,34,45,69
Gram,34,39,65
Wheat,32,77,73
Rap seed,34,38,73
Gram,33,37,66
Field Pea,34,53,74
Gram,33,35,66
Millet,34,26,71
Gram,33,36,66
Sunflower,33,79,75
Black Gram,34,59,75
Barley,32,37,73
Field Pea,35,42,66
Field Pea,33,57,65
Rap seed,32,38,68
Soybean,32,62,75
Black Gram,34,56,75
Groundnut,32,67,66
Wheat,35,60,71
Sunflower,33,108,72
Mustard,35,37,70
Cotton,35,67,74
Sunflower,34,54,71
Barley,35,47,75
Sorghum,35,54,75
Sorghum,32,44,67
Wheat,35,83,69
Rap seed,35,37,68
Soybean,35,62,71
Groundnut,35,73,74
Barley,33,41,72
Green gram,34,62,68
Cotton,33,68,67
Groundnut,33,91,72
Rap seed,34,39,71
Maize,34,72,67
Soybean,32,66,65
Green gram,33,72,66
SugarCane,32,281,74
Groundnut,33,65,70
Wheat,32,81,65
Wheat,34,66,65
Green gram,32,65,65
Mustard,35,35,66
Rice,32,121,74
Field Pea,32,57,70
Soybean,35,75,75
Green gram,34,62,74
Rap seed,33,45,70
Green gram,34,72,67
Groundnut,35,52,73
Sunflower,33,87,69
Sunflower,34,57,65
Rap seed,34,36,68
Millet,35,26,70
Mustard,33,38,74
Wheat,33,70,75
Barley,34,39,67
Wheat,32,79,72
Sorghum,32,45,70
Sunflower,34,63,71
Rap seed,32,43,67
Barley,32,39,65
Rap seed,34,43,71
Rap seed,33,38,65
SugarCane,35,278,65
Mustard,32,43,74
Groundnut,32,76,71
Cotton,32,62,67
SugarCane,34,255,70
Sorghum,32,52,73
Gram,34,38,73
Cotton,35,58,72
Rice,35,132,69
Gram,35,42,71
Soybean,35,72,67
Field Pea,33,59,74
Barley,35,43,65
Wheat,33,80,69
Sorghum,34,57,72
Cotton,33,65,73
Black Gram,34,49,72
Maize,35,51,74
Sunflower,32,130,69
SugarCane,35,278,75
Green gram,34,77,65
Rap seed,35,37,67
Green gram,32,76,68
Cotton,32,51,67
Mustard,33,42,67
Wheat,35,68,71
Rap seed,33,38,73
Sorghum,35,50,68
Sorghum,32,46,71
Sorghum,35,51,72
Sorghum,34,60,68
Field Pea,33,48,73
Sorghum,33,59,66
Mustard,33,37,72
Cotton,34,70,75
Maize,34,60,67
Sunflower,32,39,69
Rice,34,106,75
Maize,32,56,65
SugarCane,34,258,73
Sunflower,33,42,71
Soybean,32,63,74
Gram,35,38,70
Cotton,35,54,71
Field Pea,33,50,74
Groundnut,32,72,74
Cotton,32,63,74
Wheat,32,84,70
Rice,34,135,75
Sorghum,35,56,66
Sunflower,34,99,65
Black Gram,35,55,69
Field Pea,35,55,68
Mustard,34,45,74
Rice,33,147,72
Barley,33,48,69
Maize,35,73,73
Black Gram,32,51,71
SugarCane,35,265,74
Cotton,32,67,69
Green gram,33,65,67
Sunflower,33,110,72
Sorghum,35,46,75
Wheat,32,73,67
Sunflower,34,57,71
Barley,35,35,73
Sunflower,33,99,69
Black Gram,33,59,75
Rap seed,35,44,66
Soybean,33,69,69
Soybean,35,64,67
Mustard,33,37,70
Sunflower,34,63,70
SugarCane,34,261,69
Sorghum,34,55,68
Green gram,35,70,70
Green gram,32,73,67
Sunflower,32,127,66
Sorghum,32,47,67
Groundnut,35,89,74
Mustard,35,39,69
Gram,32,42,68
Rice,34,127,65
Barley,34,41,75
Green gram,33,63,67
Rice,35,104,69
Groundnut,33,51,70
Green gram,33,70,66
SugarCane,32,268,74
Black Gram,34,56,70
SugarCane,35,299,65
Gram,35,35,74
Sorghum,34,56,68
Wheat,35,73,73
Barley,35,46,71
Soybean,32,74,71
Field Pea,33,59,73
Field Pea,32,43,66
Millet,33,31,74
Gram,34,40,75
Cotton,33,57,71
Field Pea,32,60,69
Rice,33,103,74
Soybean,32,60,73
Maize,34,54,67
Sorghum,33,46,67
Black Gram,33,57,65
Field Pea,35,48,66
Maize,32,73,65
Groundnut,33,50,68
Soybean,34,61,74
Sorghum,34,40,75
Gram,32,41,72
Rice,34,135,67
Sunflower,34,91,69
Rice,33,123,71
Gram,33,43,69
SugarCane,32,297,68
SugarCane,34,281,72
Groundnut,34,85,67
Green gram,33,63,69
Green gram,32,68,74
Sunflower,35,46,74
Green gram,32,75,67
Mustard,32,35,72
Mustard,35,39,65
Maize,34,69,73
Sorghum,32,47,65
Rice,35,123,71
Maize,34,80,69
Groundnut,35,60,67
Sorghum,33,46,68
Groundnut,32,77,72
Sunflower,33,144,68
Rice,33,133,70
Soybean,32,71,65
Green gram,34,64,65
Cotton,34,52,74
Groundnut,32,76,74
Wheat,32,82,75
Green gram,35,69,67
Soybean,32,62,65
Rap seed,35,38,67
Groundnut,33,63,71
Sorghum,32,50,70
Mustard,34,45,71
Groundnut,32,75,67
Wheat,34,74,71
Maize,32,77,75
Barley,34,50,68
Rap seed,32,39,74
Sunflower,33,83,73
Soybean,34,63,70
Soybean,35,64,73
Sorghum,35,54,68
Rap seed,35,38,65
Millet,33,34,66
Gram,35,35,71
Rap seed,32,42,68
Wheat,34,73,65
SugarCane,33,291,69
Maize,34,65,68
Sunflower,33,57,73
Millet,32,31,65
Sunflower,34,130,68
Black Gram,32,60,68
Field Pea,34,57,67
Black Gram,35,40,65
Rap seed,35,35,73
Cotton,32,68,72
Field Pea,35,41,65
Cotton,33,55,75
Sorghum,33,53,73
Millet,33,34,71
Rap seed,35,35,71
Barley,32,43,75
Sunflower,33,80,66
Sunflower,34,139,73
Sorghum,34,57,68
Black Gram,34,54,69
Mustard,35,37,69
Gram,35,38,65
SugarCane,34,282,65
Barley,33,38,65
Rap seed,32,36,71
Green gram,32,80,67
Green gram,34,80,69
Sunflower,33,131,66
Maize,35,68,73
Barley,34,44,67
Mustard,34,42,70
SugarCane,35,259,70
Black Gram,33,53,70
Rice,33,100,65
Mustard,34,35,69
Mustard,34,43,75
Maize,32,73,74
Groundnut,35,72,67
Rice,32,150,67
Sorghum,34,43,75
Cotton,32,50,74
Cotton,33,61,66
SugarCane,32,288,71
Mustard,32,42,73
Field Pea,34,59,69
Wheat,34,67,73
Soybean,32,71,74
Gram,35,43,68
Wheat,33,88,72
Soybean,35,65,65
SugarCane,32,256,70
Cotton,33,55,72
SugarCane,34,270,68
Rap seed,35,38,65
Millet,32,35,67
Black Gram,33,47,74
Millet,32,35,73
Wheat,34,85,69
SugarCane,33,250,66
Groundnut,35,56,71
Soybean,34,66,74
Millet,34,27,71
Soybean,35,71,72
Maize,34,62,71
Sunflower,32,98,67
Millet,32,35,68
Soybean,33,64,75
Black Gram,34,58,65
Maize,34,61,68
Groundnut,33,70,71
Mustard,32,41,72
Rap seed,33,45,75
Field Pea,32,55,70
Rice,35,144,71
Sorghum,35,40,71
Rice,34,138,75
Maize,34,66,67
Rap seed,33,39,70
Maize,32,76,67
Cotton,33,68,70
Sorghum,33,46,70
Green gram,32,80,75
SugarCane,34,261,70
Wheat,35,60,74
SugarCane,32,256,73
Mustard,32,35,73
Field Pea,35,50,67
Rap seed,34,36,71
Black Gram,34,41,71
Field Pea,32,48,71
Gram,35,36,75
Gram,32,35,66
Sunflower,35,148,70
Black Gram,33,47,74
Rap seed,34,45,72
Field Pea,33,41,67
SugarCane,32,262,71
Sunflower,35,47,71
Green gram,32,68,71
Sorghum,35,47,74
Black Gram,33,46,75
Sunflower,32,150,65
Rap seed,35,38,65
Sorghum,33,60,71
Barley,34,38,71
Cotton,32,56,68
Wheat,34,60,74
Green gram,34,66,70
Cotton,34,65,71
Barley,34,47,67
Mustard,34,37,66
Wheat,32,79,74
Field Pea,34,47,74
Rap seed,33,41,73
Mustard,34,35,75
Rice,33,128,65
Maize,35,50,65
Maize,34,61,75
Maize,35,54,65
Soybean,33,68,71
Green gram,33,60,71
Black Gram,32,54,65
Gram,33,44,70
Maize,32,75,68
Soybean,35,75,66
Sorghum,32,56,74
Sorghum,33,54,65
Wheat,33,79,67
Wheat,33,77,65
Groundnut,33,88,65
Gram,32,44,73
Green gram,34,75,70
Black Gram,32,51,67
Green gram,33,80,71
Black Gram,34,59,75
Soybean,33,67,65
Green gram,35,80,71
Maize,32,80,71
Groundnut,35,94,71
Wheat,35,63,75
Rap seed,33,44,70
Maize,35,66,72
Sorghum,33,46,75
Field Pea,34,42,69
Field Pea,32,49,74
Black Gram,35,50,71
SugarCane,33,254,70
Rap seed,32,38,75
Sorghum,32,47,75
Gram,34,37,72
Rice,34,133,72
Cotton,32,65,65
Field Pea,33,40,74
Barley,34,50,70
Gram,34,40,70
Rap seed,32,38,68
Black Gram,33,46,75
Sorghum,35,54,70
Mustard,33,39,68
Soybean,33,60,69
Rice,32,126,74
Groundnut,34,80,72
Rap seed,35,36,65
Soybean,32,61,67
Maize,33,51,66
Wheat,33,70,66
Rap seed,34,39,67
Barley,35,44,70
Groundnut,34,52,72
Green gram,33,80,72
Millet,34,32,68
Barley,32,49,75
Groundnut,34,65,70
Gram,33,38,68
Green gram,35,75,67
Gram,35,41,72
Millet,32,25,74
SugarCane,32,298,69
Green gram,35,66,71
Black Gram,35,48,73
Mustard,32,35,74
Maize,35,58,65
Green gram,33,67,69
Barley,35,50,72
Mustard,33,41,72
Mustard,32,45,65
Rap seed,35,36,68
Mustard,32,40,67
Sorghum,35,52,66
Black Gram,35,53,67
Rap seed,35,42,71
Sorghum,32,44,68
Sorghum,32,49,75
Sunflower,34,64,65
Barley,33,46,68
Millet,33,34,68
Maize,34,58,70
Barley,32,39,72
Sorghum,32,47,73
Wheat,33,77,75
Millet,33,26,69
Field Pea,35,40,69
Sunflower,35,131,71
Sorghum,32,55,66
Cotton,35,50,75
Wheat,35,63,69
Soybean,35,61,68
Cotton,32,61,73
Millet,32,27,69
Black Gram,33,56,70
Groundnut,33,95,67
Wheat,35,78,72
Sorghum,33,60,69
Sunflower,32,91,75
Mustard,34,41,75
Field Pea,34,41,72
Cotton,33,62,73
Sorghum,32,54,74
Black Gram,33,56,67
Millet,35,32,72
Field Pea,35,56,66
Field Pea,32,46,74
Green gram,35,78,67
Rice,33,136,67
Mustard,35,44,75
Soybean,35,64,67
Barley,34,48,73
Gram,34,39,72
Soybean,33,66,70
Sunflower,32,38,70
Field Pea,32,52,75
Barley,34,38,71
Black Gram,34,48,71
Soybean,34,72,71
Green gram,33,75,69
Barley,35,35,67
Rice,35,129,71
Field Pea,32,58,69
Groundnut,33,84,69
Rice,35,142,72
Rice,35,148,72
Black Gram,32,52,71
Cotton,35,66,74
Barley,32,35,74
Cotton,32,51,72
SugarCane,32,275,66
Soybean,34,71,71
Wheat,33,63,68
Gram,33,39,65
Gram,34,44,67
SugarCane,33,255,65
Cotton,35,67,74
Rap seed,32,35,66
Soybean,32,75,67
Mustard,32,36,67
Sunflower,35,112,74
Gram,35,39,71
Cotton,35,67,70
SugarCane,32,263,72
Green gram,33,70,72
Field Pea,35,43,74
Rice,32,122,72
Green gram,32,64,75
Millet,34,32,69
Gram,33,40,74
Mustard,35,40,69
Sunflower,33,78,71
Gram,32,43,66
Field Pea,35,51,67
Field Pea,32,48,68
Black Gram,33,55,70
Mustard,33,38,67
Maize,32,77,67
Soybean,35,69,68
Millet,32,32,66
Green gram,35,70,66
SugarCane,33,296,70
Field Pea,34,46,71
Millet,35,32,66
Mustard,34,40,68
Rice,34,132,71
Wheat,33,78,75
Rice,34,105,70
Green gram,32,79,69
Sorghum,35,47,67
Sunflower,35,44,70
Sorghum,32,51,74
Sunflower,35,48,72
Millet,34,27,75
Field Pea,33,59,65
Maize,33,69,72
Maize,33,80,70
Soybean,32,65,67
Wheat,33,74,70
Field Pea,35,55,65
Cotton,35,55,72
Green gram,33,80,71
Field Pea,33,56,69
Cotton,35,52,69
Sorghum,34,55,65
Cotton,35,58,70
Mustard,32,41,69
Cotton,34,55,71
Soybean,33,64,70
Maize,32,57,74
Groundnut,32,88,66
Black Gram,33,57,73
Soybean,34,71,72
Barley,33,46,66
Wheat,34,60,66
Maize,32,70,68
Green gram,32,78,75
Cotton,35,63,75
Field Pea,35,58,68
Maize,33,54,69
Rap seed,32,37,72
Rice,35,144,71
Cotton,32,60,69
Sorghum,35,43,73
Green gram,32,65,69
Groundnut,34,86,70
Gram,35,40,66
Sorghum,32,51,72
Gram,35,42,66
Wheat,32,83,69
Groundnut,32,90,66
Sunflower,34,144,73
Green gram,33,77,71
Black Gram,33,49,67
Barley,33,41,66
Groundnut,32,80,68
Rap seed,32,44,65
Barley,34,36,67
Cotton,33,64,72
Sunflower,35,98,67
Millet,32,28,67
Wheat,32,74,65
Sorghum,32,51,67
Barley,33,50,71
Field Pea,35,47,66
Field Pea,33,52,68
Sorghum,33,49,69
Wheat,32,73,70
Field Pea,35,49,73
Rap seed,34,39,75
Black Gram,35,51,67
Barley,34,35,66
Black Gram,33,41,74
Sunflower,33,66,65
Sunflower,33,116,69
Maize,35,60,72
SugarCane,35,290,71
Maize,35,69,73
Soybean,35,74,68
Maize,32,73,72
Sunflower,35,53,72
Mustard,35,41,71
Rice,32,110,75
Wheat,34,62,74
Rice,32,122,74
Groundnut,34,67,68
Wheat,32,75,66
Gram,34,37,70
Groundnut,32,76,65
Rice,34,122,74
Gram,35,35,71
Rap seed,35,45,70
Mustard,33,40,73
Green gram,32,76,66
Rice,32,115,65
Sunflower,34,74,65
Mustard,32,40,75
Barley,32,45,67
Mustard,32,36,70
Green gram,35,79,72
Field Pea,35,45,72
Cotton,33,62,73
Field Pea,34,44,68
Rap seed,32,36,69
Sunflower,33,82,69
Sorghum,35,46,74
Wheat,32,85,67
Sunflower,34,128,68
Millet,32,27,68
Millet,35,34,70
SugarCane,35,290,71
Field Pea,34,53,68
Sorghum,34,43,72
Mustard,35,41,73
Barley,33,39,66
Soybean,32,64,70
Groundnut,33,100,73
Barley,35,44,74
SugarCane,33,284,73
Black Gram,32,42,66
Wheat,32,82,75
Sorghum,32,44,67
Mustard,33,38,65
Sunflower,35,79,67
Black Gram,34,48,74
Rice,33,104,70
Millet,35,32,71
Black Gram,35,48,75
Mustard,34,37,67
Sunflower,32,92,74
Millet,35,25,72
Gram,33,45,69
Rap seed,32,37,67
Field Pea,33,54,69
Black Gram,35,60,73
SugarCane,35,259,75
Wheat,32,79,65
Green gram,32,62,74
Mustard,32,36,71
Soybean,35,73,70
Soybean,32,71,68
Gram,34,44,71
Barley,32,42,66
Field Pea,35,49,74
Soybean,33,61,68
Maize,35,56,67
Rice,32,125,65
Green gram,35,61,69
Barley,35,35,65
Black Gram,32,53,71
Field Pea,34,49,74
Black Gram,34,53,75
Rice,32,141,71
Rice,35,118,71
Groundnut,32,74,67
Green gram,34,63,71
Rap seed,35,43,70
Groundnut,32,71,71
Green gram,34,74,70
Rice,32,114,70
Sorghum,35,55,65
Field Pea,34,57,65
Field Pea,32,57,75
Sorghum,33,51,73
Sorghum,32,53,67
Cotton,33,58,67
Maize,35,72,71
Rap seed,35,45,67
Sorghum,34,52,67
Soybean,35,66,68
Groundnut,33,98,70
Sorghum,32,48,70
Sunflower,32,60,69
Groundnut,32,66,70
Soybean,33,62,75
Maize,32,69,68
Groundnut,34,64,70
Mustard,35,36,72
Soybean,32,67,70
Barley,35,39,75
Wheat,35,81,68
Barley,34,48,67
Mustard,35,42,74
Sorghum,32,43,65
Mustard,32,41,71
Maize,32,64,75
Field Pea,35,50,74
Rap seed,34,41,74
Gram,34,45,70
Wheat,35,70,70
Gram,34,38,75
Maize,32,51,71
Green gram,32,61,75
Black Gram,33,54,74
Sunflower,33,137,67
Field Pea,32,60,71
Wheat,33,70,68
Rice,32,108,68
Rice,35,140,67
Green gram,33,64,66
Groundnut,35,89,74
Mustard,34,44,71
Cotton,35,53,70
Sunflower,32,136,71
Mustard,32,40,73
Mustard,33,35,73
SugarCane,35,291,72
Rap seed,32,41,71
Sunflower,34,82,75
Groundnut,35,77,65
Barley,35,45,66
Soybean,35,75,71
Millet,32,31,69
Wheat,35,60,68
Soybean,35,68,70
Cotton,34,65,73
Sorghum,35,59,71
Gram,34,45,68
Cotton,32,64,69
Green gram,35,75,74
Green gram,32,64,65
Rap seed,34,37,75
Field Pea,32,40,72
Sunflower,33,123,74
Green gram,35,70,68
Mustard,34,41,68
SugarCane,35,287,68
Sorghum,35,56,67
Sorghum,33,47,66
Soybean,35,62,68
Black Gram,33,41,65
Sunflower,35,129,71
Wheat,34,76,65
Soybean,32,74,73
Sunflower,34,130,74
Mustard,34,42,66
Gram,34,42,71
Soybean,35,67,72
Millet,34,28,68
Gram,32,42,74
Barley,32,43,67
Sorghum,33,59,70
Mustard,35,44,65
Gram,34,40,67
Sunflower,35,147,72
Gram,32,37,67
Wheat,35,76,69
Barley,35,49,69
Gram,34,44,75
Gram,32,39,65
SugarCane,33,254,75
Green gram,34,77,67
Barley,32,47,75
Green gram,33,76,72
Wheat,33,69,74
Groundnut,33,80,66
Maize,32,58,67
Barley,34,48,67
Wheat,35,74,68
Mustard,32,35,69
Sorghum,33,56,66
Gram,34,45,70
Groundnut,33,53,65
Sunflower,33,140,67
Rap seed,32,44,66
Rice,35,142,74
Green gram,34,76,69
Mustard,32,44,70
Wheat,32,90,66
Soybean,35,75,73
Wheat,33,69,73
Gram,32,44,66
Wheat,32,65,66
Field Pea,32,52,66
Wheat,34,83,73
Black Gram,32,50,66
Green gram,32,65,71
Field Pea,32,43,67
Soybean,33,71,71
Green gram,32,77,70
SugarCane,35,288,75
Gram,35,40,70
Green gram,35,73,74
Maize,34,59,74
Wheat,34,67,68
Field Pea,33,53,69
Groundnut,32,68,68
Groundnut,34,97,67
Mustard,32,45,67
Rap seed,34,45,68
Field Pea,35,54,66
Sunflower,32,69,68
Wheat,33,67,75
Rice,33,107,65
Mustard,33,45,66
Cotton,32,62,67
Groundnut,33,66,65
Barley,33,38,65
Wheat,35,85,72
Sunflower,32,98,71
Cotton,35,69,71
Field Pea,32,48,67
Sorghum,33,46,70
Rice,34,149,72
Groundnut,35,99,68
Gram,32,44,71
Wheat,32,82,67
Groundnut,33,75,72
Soybean,33,73,66
Cotton,35,66,72
Rap seed,35,44,74
Groundnut,34,74,75
Soybean,32,71,68
Mustard,32,38,68
Soybean,35,69,67
Sunflower,35,128,75
Green gram,34,67,73
Maize,32,55,67
Soybean,32,62,68
Green gram,32,78,66
Millet,35,25,69
Rice,32,119,71
Gram,32,36,66
Millet,32,26,65
Black Gram,35,45,73
Gram,35,44,70
Cotton,34,69,68
Black Gram,32,57,66
Sunflower,32,60,72
Groundnut,33,78,66
Groundnut,32,58,74
Wheat,34,71,72
Gram,33,38,69
Gram,32,45,71
Gram,35,38,71
Wheat,32,63,73
Soybean,32,65,65
Wheat,34,67,69
Millet,33,33,67
Soybean,34,72,73
Sorghum,32,42,65
Sorghum,34,56,74
Millet,35,25,75
Sorghum,34,48,65
Barley,33,49,73
Gram,35,45,74
Sorghum,32,48,67
Sorghum,34,49,72
SugarCane,34,291,69
Gram,32,36,72
Millet,33,34,69
Sorghum,34,55,68
Maize,35,80,69
Black Gram,34,44,69
SugarCane,32,295,66
Mustard,32,42,72
Sorghum,34,50,71
Sunflower,33,91,75
SugarCane,34,268,71
Sorghum,32,43,65
Black Gram,33,48,69
Groundnut,35,92,67
Rice,34,109,75
Green gram,33,79,69
Sunflower,32,57,72
Black Gram,35,59,74
Cotton,33,54,74
Maize,35,59,73
Sorghum,35,42,66
Groundnut,34,91,65
Gram,35,40,71
Green gram,32,76,74
Rice,33,114,73
Soybean,32,62,66
Millet,33,26,67
Field Pea,35,57,73
Wheat,34,72,71
Rice,33,111,69
Field Pea,34,46,67
SugarCane,34,296,65
Sorghum,32,40,67
Rice,32,141,66
Green gram,33,65,67
Soybean,33,69,66
Mustard,35,44,68
Rap seed,33,35,73
SugarCane,34,286,69
Cotton,35,53,67
Gram,34,35,65
Wheat,33,76,69
Rap seed,35,43,65
Mustard,32,40,72
Soybean,32,60,66
SugarCane,35,298,65
SugarCane,33,279,72
Green gram,34,67,68
Field Pea,35,58,67
Green gram,32,80,74
SugarCane,35,260,70
Cotton,35,64,75
SugarCane,32,297,69
Rap seed,33,38,75
Groundnut,35,83,74
Black Gram,35,54,67
Rice,35,101,70
Mustard,32,45,74
Field Pea,35,41,65
Field Pea,34,42,66
Barley,35,49,75
Wheat,33,73,67
Gram,35,42,71
Black Gram,35,47,67
Maize,34,62,73
Field Pea,34,45,65
Cotton,32,65,66
Gram,32,36,67
Mustard,34,36,70
Sorghum,35,45,67
Rap seed,34,35,71
Wheat,32,68,69
Soybean,35,68,68
Groundnut,35,63,68
Green gram,35,73,75
Maize,33,65,65
Rap seed,32,36,65
Mustard,32,37,75
Rap seed,34,43,70
Field Pea,34,45,69
Rice,35,111,72
Maize,32,68,65
Soybean,33,64,71
Mustard,35,44,65
Gram,34,45,75
Sorghum,33,59,69
Black Gram,33,46,74
Millet,35,29,66
Maize,35,59,74
Sorghum,33,42,72
Barley,33,38,71
Wheat,32,75,74
Barley,35,40,75
Green gram,33,66,69
Green gram,35,73,68
Wheat,32,90,65
Field Pea,33,50,67
Black Gram,32,47,75
Field Pea,34,46,73
Black Gram,35,57,69
Barley,34,46,66
Millet,35,28,65
Soybean,32,61,72
Rice,32,123,68
Green gram,34,66,69
Green gram,34,63,69
Field Pea,32,51,65
Black Gram,32,52,66
Sunflower,34,112,68
Sorghum,33,40,70
Mustard,32,42,65
Rice,33,108,69
SugarCane,35,272,72
Sunflower,35,134,75
Sunflower,33,58,70
SugarCane,33,281,70
Groundnut,35,82,67
Black Gram,32,51,71
Sunflower,32,147,67
Rice,32,123,66
Sunflower,32,112,70
Rice,32,130,72
Wheat,32,71,73
Rice,32,123,70
SugarCane,35,283,66
Maize,33,78,74
Green gram,34,76,67
Green gram,35,74,69
Wheat,32,77,71
SugarCane,35,265,70
Mustard,35,35,70
Sorghum,35,43,73
SugarCane,34,277,67
Cotton,34,57,75
